,name,season,Date_x,Day_x,Comp,Round,Venue_x,Result_x,Squad,Opponent_x,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_x,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,Date_y,Time,Day_y,Venue_y,Result_y,GF,GA,Opponent_y,xG_y,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,team_name
261,Martin Odegaard,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y*,['RM'],89,1,0,0,0,5.0,2.0,0,0,46.0,0.0,1.0,2.0,0.3,0.3,0.0,5.0,1.0,26.0,35.0,74.3,7.0,31.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
262,Gabriel Martinelli,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,['LW'],85,0,1,0,0,0,0,0,0,47,1,0,1,0.0,0.0,0.2,3,1,31,33,93.9,3,35,3,4,2,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
263,Gabriel Martinelli,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,['LW'],69,0,0,0,0,2,0,0,0,42,1,2,0,0.1,0.1,0.0,2,1,23,35,65.7,2,27,4,1,0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
264,Gabriel Martinelli,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,['LW'],90,0,0,0,0,4,3,0,0,61,0,0,1,0.5,0.5,0.0,3,1,42,52,80.8,7,40,3,2,1,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
265,Gabriel Martinelli,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,['LW'],89,0,1,0,0,3,0,0,0,58,0,0,1,0.1,0.1,0.2,4,1,31,46,67.4,2,36,7,9,5,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
266,Kai Havertz,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,"['LM', 'FW']",90,0,0,0,0,2.0,0.0,0,0,65.0,1.0,1.0,1.0,0.1,0.1,0.2,3.0,0.0,47.0,54.0,87.0,4.0,54.0,3.0,1.0,0.0,Kai,Havertz,0.0,0.0,7.0,311.0,3.0,80.0,22.6,55.0,0.0,17.0,15.7,1.0,0.0,1.0,2.2,73.0,MID,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
267,Kai Havertz,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,"['LM', 'FW', 'CM']",90,0,0,0,0,1.0,0.0,1,0,38.0,1.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,25.0,28.0,89.3,4.0,17.0,0.0,2.0,0.0,Kai,Havertz,0.0,0.0,7.0,311.0,3.0,80.0,22.6,55.0,0.0,17.0,15.7,1.0,0.0,1.0,2.2,73.0,MID,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
268,Kai Havertz,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,['LM'],55,0,0,0,0,1.0,0.0,0,0,27.0,2.0,0.0,0.0,0.3,0.3,0.3,2.0,0.0,20.0,23.0,87.0,5.0,9.0,1.0,0.0,0.0,Kai,Havertz,0.0,0.0,7.0,311.0,3.0,80.0,22.6,55.0,0.0,17.0,15.7,1.0,0.0,1.0,2.2,73.0,MID,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
269,Kai Havertz,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,['LM'],76,0,0,0,0,2.0,0.0,0,0,34.0,2.0,0.0,1.0,0.4,0.4,0.0,1.0,0.0,22.0,25.0,88.0,2.0,18.0,1.0,0.0,0.0,Kai,Havertz,0.0,0.0,7.0,311.0,3.0,80.0,22.6,55.0,0.0,17.0,15.7,1.0,0.0,1.0,2.2,73.0,MID,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
270,Eddie Nketiah,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,['FW'],73,1,0,0,0,3,1,0,0,26,1,0,1,0.2,0.2,0.0,1,0,16,16,100.0,0,14,0,3,0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
271,Eddie Nketiah,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,['FW'],78,0,0,0,0,3,0,0,0,18,0,0,0,0.8,0.8,0.1,6,1,9,12,75.0,1,16,3,4,2,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
272,Eddie Nketiah,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,['FW'],45,1,0,0,0,4,1,0,0,19,0,0,0,0.4,0.4,0.0,0,0,10,12,83.3,1,10,0,1,0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
273,Eddie Nketiah,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,['FW'],75,0,0,0,0,1,0,0,0,35,0,1,1,0.0,0.0,0.1,7,1,19,23,82.6,3,24,1,3,1,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
274,Thomas Partey,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,"['RB', 'LM']",90,0,0,0,0,0,0,0,0,113.0,2.0,2,1.0,0.0,0.0,0.1,6.0,2.0,100.0,107.0,93.5,11.0,80.0,5.0,1.0,1.0,Thomas,Partey,0.0,0.0,6.0,235.0,2.0,58.2,53.4,15.0,0.0,55.0,12.7,1.0,0.0,0.0,0.3,49.0,MID,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
275,Thomas Partey,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,"['RB', 'CM']",90,0,0,0,0,2,1,0,0,71.0,3.0,1,1.0,0.1,0.1,0.0,3.0,0.0,52.0,60.0,86.7,6.0,46.0,1.0,2.0,1.0,Thomas,Partey,0.0,0.0,6.0,235.0,2.0,58.2,53.4,15.0,0.0,55.0,12.7,1.0,0.0,0.0,0.3,49.0,MID,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
276,Thomas Partey,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,['RB'],55,0,0,0,0,0,0,0,0,70.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,60.0,67.0,89.6,11.0,41.0,3.0,5.0,4.0,Thomas,Partey,0.0,0.0,6.0,235.0,2.0,58.2,53.4,15.0,0.0,55.0,12.7,1.0,0.0,0.0,0.3,49.0,MID,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
277,Takehiro Tomiyasu,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,N,['LB'],41,0,0,0,0,1,1,0,0,48,0,1,0,0.0,0.0,0.0,0,0,37,43,86.0,3,39,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
278,Takehiro Tomiyasu,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,['LB'],66,0,0,0,0,0,0,2,1,52,0,0,0,0.0,0.0,0.0,1,0,38,50,76.0,5,32,1,3,2,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
279,Takehiro Tomiyasu,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,['LB'],15,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,17,21,81.0,1,10,0,0,0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
280,Gabriel Dos Santos,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,N,['CB'],5,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
281,Gabriel Dos Santos,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,['CB'],21,0,0,0,0,0,0,0,0,9,1,0,2,0.0,0.0,0.0,0,0,3,5,60.0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
282,Gabriel Dos Santos,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,['CB'],90,0,0,0,0,0,0,0,0,71,2,2,2,0.0,0.0,0.0,1,0,52,60,86.7,5,49,0,1,0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
283,Oleksandr Zinchenko,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,['LB'],2,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
284,Oleksandr Zinchenko,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,['LB'],35,0,0,0,0,0,0,0,0,45.0,0.0,1,1.0,0.0,0.0,0.1,2.0,0.0,34.0,41.0,82.9,7.0,21.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
285,Oleksandr Zinchenko,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,['LB'],75,0,0,0,0,0,0,0,0,61.0,1.0,0,0.0,0.0,0.0,0.1,1.0,0.0,49.0,59.0,83.1,3.0,37.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
286,Jakub Kiwior,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,"['CB', 'LB']",2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
287,Jakub Kiwior,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,"['LB', 'CB']",90,0,0,0,0,1,0,0,0,75,2,0,3,0.4,0.4,0.0,0,0,54,65,83.1,8,32,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
288,Leandro Trossard,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,N,"['LM', 'LW']",17,0,0,0,0,0,0,0,0,12,1,0,1,0.0,0.0,0.0,3,0,7,10,70.0,1,5,1,1,1,Leandro,Trossard,0.0,0.0,2.0,62.0,2.0,54.7,14.8,10.0,0.0,18.0,7.9,0.0,0.0,0.0,2.1,67.0,MID,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
289,Leandro Trossard,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,['FW'],45,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.7,6,0,15,21,71.4,1,14,1,0,0,Leandro,Trossard,0.0,0.0,2.0,62.0,2.0,54.7,14.8,10.0,0.0,18.0,7.9,0.0,0.0,0.0,2.1,67.0,MID,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
290,Jurrien Timber,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,['LB'],49,0,0,0,0,0,0,1,0,51.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,49.0,89.8,7.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Arsenal 
291,Fabio Vieira,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,['LM'],35,0,1,0,0,1,1,0,0,27,0,0,0,0.0,0.0,0.3,3,1,16,21,76.2,5,19,3,3,1,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
292,Fabio Vieira,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,['LM'],14,0,1,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.8,1,1,13,13,100.0,2,8,1,1,0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
293,Jorginho,2023/2024,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,['CM'],12,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,11,12,91.7,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-19,20:00,Sat,Home,W,1.0,0.0,Newcastle Utd,1.0,0.3,59.0,,Kyle Walker,4-2-3-1,Robert Jones,Match Report,,Arsenal 
294,Jorginho,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,['RM'],7,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,18,19,94.7,7,12,2,0,0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
295,Jorginho,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,['RM'],1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
296,Gabriel Jesus,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,['CM'],1,0,0,0,0,1,1,0,0,5.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,2023-08-27,14:00,Sun,Away,W,2.0,1.0,Sheffield Utd,3.5,0.7,79.0,31336.0,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,,Arsenal 
297,Gabriel Jesus,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,['FW'],15,1,0,0,0,1,1,1,0,9.0,0.0,0,0.0,0.8,0.8,0.0,2.0,1.0,6.0,6.0,100.0,1.0,5.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
298,Reiss Nelson,2023/2024,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,['LW'],1,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,5,1,0,0,Reiss,Nelson,0.0,0.0,1.0,1.0,0.0,0.8,2.2,4.0,0.0,4.0,0.7,0.0,0.0,0.0,0.0,49.0,MID,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Arsenal 
299,Lewis Dunk,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y*,['CB'],90,0,0,0,0,2,0,0,0,124,1,0,0,0.1,0.1,0.0,3,1,110,119,92.4,11,105,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Lewis Dunk,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y*,['CB'],90,0,0,0,0,0,0,0,0,86,3,1,0,0.0,0.0,0.0,0,0,70,79,88.6,5,41,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Lewis Dunk,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y*,['CB'],90,0,0,0,0,4,1,0,0,142,2,0,0,0.1,0.1,0.0,3,0,118,130,90.8,16,118,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Lewis Dunk,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y*,['CB'],90,0,0,0,0,1,0,0,0,87,0,0,1,0.0,0.0,0.0,3,1,77,85,90.6,4,62,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Pervis Estupinan,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,['LB'],90,0,1,0,0,3,2,1,0,100.0,1.0,0,1.0,0.1,0.1,1.5,10.0,1.0,78.0,94.0,83.0,15.0,75.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Pervis Estupinan,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,['LB'],90,1,1,0,0,2,1,1,0,68.0,2.0,1,1.0,0.2,0.2,0.5,2.0,0.0,46.0,58.0,79.3,6.0,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Pervis Estupinan,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,['LB'],90,0,0,0,0,0,0,0,0,86.0,0.0,2,0.0,0.0,0.0,0.1,4.0,0.0,66.0,81.0,81.5,9.0,64.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Pervis Estupinan,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y,['LB'],90,0,0,0,0,1,0,0,0,60.0,1.0,3,3.0,0.0,0.0,0.1,3.0,0.0,34.0,42.0,81.0,4.0,30.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Kaoru Mitoma,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,['LW'],90,0,1,0,0,1,0,1,0,55,1,0,0,0.0,0.0,0.6,8,2,42,48,87.5,5,46,7,3,1,Kaoru,Mitoma,1.0,3.0,23.0,350.0,6.0,176.6,122.4,124.0,3.0,90.0,42.4,0.0,0.0,2.0,40.5,65.0,MID,,,,,,,,,,,,,,,,,,
308,Kaoru Mitoma,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,['LW'],80,1,1,0,0,1,1,0,0,37,2,1,0,0.5,0.5,0.4,6,3,25,28,89.3,3,22,5,6,2,Kaoru,Mitoma,1.0,3.0,23.0,350.0,6.0,176.6,122.4,124.0,3.0,90.0,42.4,0.0,0.0,2.0,40.5,65.0,MID,,,,,,,,,,,,,,,,,,
309,Kaoru Mitoma,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,['LW'],90,0,0,0,0,2,0,1,0,51,0,0,1,0.1,0.1,0.2,2,0,33,43,76.7,2,40,12,5,3,Kaoru,Mitoma,1.0,3.0,23.0,350.0,6.0,176.6,122.4,124.0,3.0,90.0,42.4,0.0,0.0,2.0,40.5,65.0,MID,,,,,,,,,,,,,,,,,,
310,Kaoru Mitoma,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y,['LW'],90,0,1,0,0,4,1,0,0,36,0,0,0,0.2,0.2,0.3,5,1,17,21,81.0,1,27,4,7,2,Kaoru,Mitoma,1.0,3.0,23.0,350.0,6.0,176.6,122.4,124.0,3.0,90.0,42.4,0.0,0.0,2.0,40.5,65.0,MID,,,,,,,,,,,,,,,,,,
311,Pascal Gross,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,['DM'],90,0,0,0,0,3.0,1.0,0,0,95.0,2.0,2.0,2.0,0.5,0.5,0.6,8.0,0.0,67.0,79.0,84.8,8.0,59.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Pascal Gross,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,['DM'],80,0,0,0,0,0.0,0.0,1,0,70.0,0.0,1.0,1.0,0.0,0.0,0.2,3.0,0.0,58.0,66.0,87.9,7.0,37.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Pascal Gross,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,['DM'],90,1,0,0,0,5.0,4.0,0,0,131.0,1.0,0.0,2.0,0.2,0.2,0.2,12.0,1.0,102.0,122.0,83.6,26.0,92.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Pascal Gross,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y,"['DM', 'RM']",88,0,0,0,0,0.0,0.0,0,0,71.0,3.0,2.0,3.0,0.0,0.0,0.1,2.0,0.0,49.0,58.0,84.5,4.0,38.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Solly March,2023/2024,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,['RW'],73,1,0,0,0,3,2,0,0,44,1,0,0,0.4,0.4,0.0,4,0,24,34,70.6,3,34,1,5,2,Solly,March,3.0,0.0,29.0,314.0,4.0,88.3,142.6,123.0,4.0,85.0,35.5,2.0,0.0,0.0,10.3,66.0,MID,,,,,,,,,,,,,,,,,,
316,Solly March,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,['RW'],90,2,0,0,0,5,4,0,0,47,4,4,1,0.9,0.9,0.1,3,0,18,25,72.0,1,23,2,4,2,Solly,March,3.0,0.0,29.0,314.0,4.0,88.3,142.6,123.0,4.0,85.0,35.5,2.0,0.0,0.0,10.3,66.0,MID,,,,,,,,,,,,,,,,,,
