,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,MP
6,Craig Dawson,eng ENG,DF,33-126,4.0,4,340.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,
7,João Gomes,br BRA,MF,22-209,4.0,4,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.3,3.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,
8,Rayan Aït Nouri,dz ALG,"DF,MF",22-095,4.0,3,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,6.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,Matches,
9,Fábio Silva,pt POR,FW,21-052,4.0,3,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.2,4.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.44,0.09,0.52,0.44,0.52,Matches,
10,Matheus Nunes,pt POR,MF,25-013,2.0,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,
11,Pablo Sarabia,es ESP,"FW,MF",31-121,4.0,2,173.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.4,1.8,4.0,8.0,16.0,0.0,0.52,0.52,0.0,0.52,0.18,0.75,0.92,0.18,0.92,Matches,
12,Hwang Hee-chan,kr KOR,"MF,FW",27-226,4.0,1,140.0,1.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.9,3.0,5.0,10.0,1.29,0.0,1.29,1.29,1.29,0.28,0.29,0.56,0.28,0.56,Matches,
13,Hugo Bueno,es ESP,DF,20-356,4.0,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,6.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.24,0.14,0.24,Matches,
14,Toti Gomes,pt POR,DF,24-236,2.0,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
15,Sasa Kalajdzic,at AUT,FW,26-064,3.0,0,19.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.0,0.0,0.0,4.74,0.0,4.74,4.74,4.74,1.22,0.6,1.83,1.22,1.83,Matches,
16,Boubacar Traoré,ml MLI,"MF,FW",22-020,1.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
0,Milos Kerkez,hu HUN,DF,19-306,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,4.0
1,Neto,br BRA,GK,34-052,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0
2,Dominic Solanke,eng ENG,FW,25-360,,4,360.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.8,1.8,0.3,2.1,6.0,6.0,22.0,0.5,0.25,0.75,0.5,0.75,0.45,0.08,0.54,0.45,0.54,Matches,4.0
3,Illia Zabarnyi,ua UKR,DF,21-008,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0
4,Philip Billing,dk DEN,MF,27-090,,4,355.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.2,4.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.21,0.08,0.3,0.21,0.3,Matches,4.0
5,Max Aarons,eng ENG,DF,23-248,,4,344.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,3.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,4.0
6,Ryan Christie,sct SCO,MF,28-199,,4,273.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,5.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.25,0.06,0.25,Matches,4.0
7,Marcos Senesi,ar ARG,DF,26-122,,3,232.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,11.0,0.0,0.0,0.39,0.39,0.0,0.39,0.0,0.08,0.08,0.0,0.08,Matches,3.0
8,Antoine Semenyo,gh GHA,FW,23-245,,3,222.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,6.0,5.0,13.0,0.41,0.0,0.41,0.41,0.41,0.24,0.09,0.34,0.24,0.34,Matches,4.0
9,Joe Rothwell,eng ENG,MF,28-241,,3,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,3.0
10,Justin Kluivert,nl NED,FW,24-127,,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,5.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.22,0.15,0.22,Matches,4.0
11,Jaidon Anthony,eng ENG,FW,23-282,,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,3.0
12,David Brooks,wls WAL,"FW,MF",26-063,,1,138.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.3,1.5,4.0,9.0,11.0,0.65,0.0,0.65,0.65,0.65,0.76,0.2,0.97,0.76,0.97,Matches,4.0
13,Lewis Cook,eng ENG,MF,26-218,,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,2.0
14,Lloyd Kelly,eng ENG,DF,24-338,,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
15,Kieffer Moore,wls WAL,"FW,MF",31-032,,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.43,0.43,0.43,Matches,3.0
16,Hamed Junior Traorè,ci CIV,MF,23-205,,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.37,0.09,0.45,0.37,0.45,Matches,2.0
17,Chris Mepham,wls WAL,DF,25-308,,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2.0
18,Marcus Tavernier,eng ENG,"FW,MF",24-171,,0,20.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,4.5,0.0,4.31,4.31,0.0,4.31,Matches,1.0
19,James Hill,eng ENG,DF,21-242,,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
0,Anel Ahmedhodzic,ba BIH,DF,24-167,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,4.0
1,Wes Foderingham,eng ENG,GK,32-238,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0
2,Oliver Norwood,nir NIR,MF,32-150,,4,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.3,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,4.0
3,Jack Robinson,eng ENG,DF,30-008,,4,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,4.0
4,John Egan,ie IRL,DF,30-324,,4,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,4.0
5,Bénie Adama Traore,ci CIV,"FW,MF",20-283,,3,273.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,6.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.2,0.09,0.2,Matches,4.0
6,Gustavo Hamer,nl NED,MF,26-077,,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.6,6.0,11.0,5.0,0.33,0.0,0.33,0.33,0.33,0.13,0.08,0.21,0.13,0.21,Matches,3.0
7,George Baldock,gr GRE,"DF,MF",30-184,,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,3.0
8,Vinicius Souza,br BRA,MF,24-084,,3,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,4.0
9,William Osula,dk DEN,FW,20-036,,3,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,3.0
10,Ben Osborn,eng ENG,"DF,FW",29-035,,3,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,3.0
11,Max Lowe,eng ENG,"MF,DF",26-121,,2,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,2.0
12,Yasser Larouci,fr FRA,DF,22-251,,1,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,7.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,4.0
13,Chris Basham,eng ENG,"MF,DF",35-051,,1,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0
14,Oliver McBurnie,sct SCO,FW,27-097,,1,110.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.0,1.0,2.0,0.0,0.82,0.82,0.0,0.82,0.32,0.35,0.68,0.32,0.68,Matches,2.0
15,Cameron Archer,eng ENG,FW,22-050,,1,74.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,1.0
16,Luke Thomas,eng ENG,DF,22-091,,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,Matches,1.0
17,Andre Brooks,eng ENG,"MF,FW",20-020,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
18,Jayden Bogle,eng ENG,DF,23-044,,0,20.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,4.5,0.0,4.5,4.5,4.5,0.42,0.0,0.42,0.42,0.42,Matches,1.0
19,Antwoine Hackford,eng ENG,FW,19-173,,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
20,Anis Ben Slimane,tn TUN,"MF,DF",22-177,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
0,Amadou Onana,be BEL,MF,22-024,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.2,2.3,5.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.54,0.58,0.04,0.58,Matches,4.0
1,Nathan Patterson,sct SCO,DF,21-328,,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.0,1.3,9.0,12.0,15.0,0.0,0.25,0.25,0.0,0.25,0.08,0.24,0.32,0.08,0.32,Matches,4.0
2,Jordan Pickford,eng ENG,GK,29-186,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0
3,Ashley Young,eng ENG,DF,38-062,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,6.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13,Matches,4.0
4,Abdoulaye Doucouré,ml MLI,"FW,MF",30-251,,4,359.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,1.1,3.0,10.0,12.0,23.0,0.25,0.0,0.25,0.25,0.25,0.48,0.27,0.75,0.48,0.75,Matches,4.0
5,James Tarkowski,eng ENG,DF,30-294,,4,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,4.0
6,James Garner,eng ENG,MF,22-180,,4,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,5.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.15,0.17,0.02,0.17,Matches,4.0
7,Idrissa Gana Gueye,sn SEN,MF,33-348,,4,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,5.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,4.0
8,Arnaut Danjuma,nl NED,"MF,FW",26-221,,2,251.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,0.3,2.1,12.0,4.0,20.0,0.36,0.0,0.36,0.36,0.36,0.64,0.1,0.75,0.64,0.75,Matches,4.0
9,Michael Keane,eng ENG,DF,30-241,,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,3.0
10,Jarrad Branthwaite,eng ENG,DF,21-074,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,2.0
11,Alex Iwobi,ng NGA,MF,27-129,,2,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.35,0.21,0.35,Matches,2.0
12,Lewis Dobbin,eng ENG,MF,20-249,,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,3.0
13,Neal Maupay,fr FRA,FW,27-026,,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,1.5,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.16,0.05,1.22,1.16,1.22,Matches,2.0
14,Beto,gw GNB,FW,25-221,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.4,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.26,0.15,0.42,0.26,0.42,Matches,1.0
15,Dominic Calvert-Lewin,eng ENG,FW,26-177,,1,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
16,Youssef Chermiti,pt POR,FW,19-108,,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,1.0
17,Dwight McNeil,eng ENG,MF,23-291,,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,1.0
18,Thomas Cannon,ie IRL,FW,20-255,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
19,Ben Godfrey,eng ENG,DF,25-237,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
20,Tyler Onyango,eng ENG,MF,20-189,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
0,Amari'i Bell,jm JAM,DF,29-127,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
1,Thomas Kaminski,be BEL,GK,30-321,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
2,Carlton Morris,eng ENG,FW,27-267,3.0,3,270.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.4,0.6,0.2,0.8,4.0,12.0,21.0,0.33,0.33,0.67,0.0,0.33,0.46,0.06,0.52,0.2,0.25,Matches,
3,Marvelous Nakamba,zw ZIM,MF,29-233,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,
4,Ryan John Giles,eng ENG,DF,23-226,3.0,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,5.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,Matches,
5,Tahith Chong,nl NED,MF,23-279,3.0,3,246.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,
6,Elijah Adebayo,eng ENG,FW,25-245,3.0,3,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,0.22,0.18,0.22,Matches,
7,Tom Lockyer,wls WAL,DF,28-280,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
8,Mads Juel Andersen,dk DEN,DF,25-256,3.0,2,179.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,4.0,1.0,0.5,0.0,0.5,0.5,0.5,0.1,0.0,0.1,0.1,0.1,Matches,
9,Reece Burke,eng ENG,DF,27-007,2.0,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.25,0.14,0.25,Matches,
10,Issa Kaboré,bf BFA,DF,22-120,3.0,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,9.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.18,0.03,0.18,Matches,
11,Ross Barkley,eng ENG,MF,29-278,2.0,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.6,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.21,0.36,0.14,0.36,Matches,
12,Alfie Doughty,eng ENG,"DF,MF",23-262,3.0,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches,
13,Pelly Ruddock Mpanzu,cd COD,MF,30-054,3.0,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,
14,Jacob Brown,sct SCO,FW,25-152,3.0,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,
15,Chiedozie Ogbene,ie IRL,"DF,FW",26-131,3.0,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,
16,Cauley Woodrow,eng ENG,MF,28-281,2.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,2.39,0.0,2.39,Matches,
17,Luke Berry,eng ENG,MF,31-059,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
0,Josh Cullen,ie IRL,MF,27-155,3.0,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,9.0,6.0,0.0,0.33,0.33,0.0,0.33,0.01,0.15,0.16,0.01,0.16,Matches,
1,Ameen Al-Dakhil,be BEL,DF,21-187,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,
2,Dara O'Shea,ie IRL,DF,24-189,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,
3,Connor Roberts,wls WAL,DF,27-351,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,
4,James Trafford,eng ENG,GK,20-334,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,
